short_name,long_name,player_positions,overall,position,nationality
E. Horvath,Ethan Shea Horvath,GK,69,GK,United States
L. Requena,Leandro Daniel Requena,GK,64,GK,Argentina
Victorino Magela,Victorino M. Magela Sá,GK,74,GK,Brazil
Cha Jun Young,Jun-young Cha차준영,CB,51,RES,Korea Republic
M. Sémbène,Moustapha Sémbène,CB,51,SUB,Senegal
O. Dovin,Oliver Lukas Dozae Nnonyelu Dovin,GK,70,SUB,Sweden
Z. Clark,Zander Clark,GK,70,SUB,Scotland
Abdou Maiga,Abdoulaye Maiga Koita,"CB, LB",54,SUB,Mali
Luís Maximiano,Luís Manuel Arantes Maximiano,GK,72,GK,Portugal
Zhang Bin,Zhang Bin张斌,CB,49,RES,China PR
I. Radu,Ionuț Andrei Radu,GK,74,GK,Romania
M. Männel,Martin Männel,GK,67,GK,Germany
G. Akkan,Gökhan Akkan,GK,69,GK,Türkiye
A. Villa,Alexis Napoleón Villa León,GK,61,RES,Ecuador
Q. Beunardeau,Quentin Régis Beunardeau,GK,66,SUB,France
D. Grimshaw,Daniel James Grimshaw,GK,67,SUB,England
L. Kelly,Liam Patrick Kelly,GK,67,SUB,Scotland
Qiao Junxi,Qiao Junxi乔俊锡,CB,47,RES,China PR
M. Carnesecchi,Marco Carnesecchi,GK,84,GK,Italy
H. Sundaramm,Hariy Sundaramm,GK,54,GK,India
M. Kovář,Matěj Kovář,GK,75,GK,Czechia
B. Lecomte,Benjamin Lecomte,GK,74,SUB,France
J. Bijlow,Justin Bijlow,GK,75,SUB,Netherlands
Joel Robles,Joel Robles Blázquez,GK,73,GK,Spain
M. O'Leary,Max Edward O'Leary,GK,70,SUB,Republic of Ireland
A. Kann,Alec Kann,GK,66,SUB,United States
P. Drewes,Patrick Drewes,GK,71,RES,Germany
Ruan Jingwei,Ruan Jingwei阮景威,CB,50,RES,China PR
P. Galindo,Pedro Domingo Galindo Suheiro,GK,64,SUB,Bolivia
A. Niang,Amadou Niang,CB,50,RES,Senegal
Márcio Velinha,Márcio Anderson Vasquez Hoffman,GK,68,GK,Brazil
Raúl Lizoain,Raúl Lizoáin Cruz,GK,69,GK,Spain
S. Perilli,Simone Perilli,GK,67,SUB,Italy
F. Rønnow,Frederik Riis Rønnow,GK,80,GK,Denmark
N. Ratti,Kevin Nicolás Ratti Fredes,GK,69,GK,Argentina
J. Dahlin,Johan Helge Dahlin,GK,71,SUB,Sweden
J. Bonham,Jack Elliott Bonham,GK,65,SUB,Republic of Ireland
S. Meitei,Nongmeikapam Suresh Meitei,"CB, RB, LB, RM",53,LCB,India
M. Sourzac,Martin Sourzac,GK,64,SUB,France
L. Lezzerini,Luca Lezzerini,GK,69,SUB,Italy
Freder Cabral,Frederico Peter Cabral Bardini,GK,73,GK,Brazil
F. Müller,Florian Müller,GK,72,SUB,Germany
J. Roche,James Roche,CB,50,RES,Republic of Ireland
V. Belec,Vid Belec,GK,73,GK,Slovenia
G. Morris,Glenn James Morris,GK,61,GK,England
M. Kolke,Markus Kolke,GK,67,RES,Germany
N. Trott,Nathan Wallace Newman Trott,GK,70,GK,England
M. Kukucka,Michal Kukučka,GK,61,RES,Slovakia
N. Schmid,Nicolas Schmid,GK,71,GK,Austria
A. Kaabi,Ahmed Kaabi,CB,47,RES,Saudi Arabia
L. Burge,Lee Stephen Burge,GK,63,GK,England
P. Abrahamsson,Peter Anders Abrahamsson,GK,67,RES,Sweden
P. Tytoń,Przemysław Tytoń,GK,66,SUB,Poland
Li Shanghan,Li Shanghan李尚涵,CB,49,RES,China PR
Kim Gyeong Min,Kyeong-min Kim김경민 金京闽,GK,69,GK,Korea Republic
J. Vickers,Joshua Anthony Vickers,GK,67,SUB,England
A. Bayındır,Altay Bayındır,GK,75,GK,Türkiye
Kim Jee Won,Jee Won Kim,"CB, ST",50,RES,Korea Republic
Rafael,Rafael Cabral Barbosa,GK,68,GK,Brazil
Jing Boxi,Jing Boxi景泊羲,CB,49,RES,China PR
O. Hedvall,Oscar Thore Hedvall,GK,66,GK,Denmark
B. Amos,Benjamin Paul Amos,GK,62,SUB,England
A. Sherri,Alen Sherri,GK,68,SUB,Albania
A. Micai,Alessandro Micai,GK,70,SUB,Italy
E. McGinty,Edward McGinty,GK,65,GK,Republic of Ireland
G. Değirmenci,Gökhan Değirmenci,GK,68,SUB,Türkiye
M. Lansing,Michael Ryan Lansing,GK,66,SUB,United States
Marcos Felipe,Marcos Felipe de Freitas Monteiro,GK,67,GK,Brazil
N. Losada,Nahuel Hernán Losada,GK,73,GK,Argentina
I. Nevistić,Ivan Nevistić,GK,70,GK,Croatia
E. Bores,Eduardo David Bores Díaz,GK,61,SUB,Venezuela
P. Kumar Venkatesh,Praful Kumar Venkatesh,CB,48,SUB,India
E. Basilio,Enzo Basilio,GK,71,GK,France
M. Łubik,Marcel Łubik,GK,64,GK,Poland
Kang Jiawei,Kang Jiawei康嘉玮,CB,48,RES,Korea Republic
Wu Qipeng,Qipeng Wu,CB,49,RES,China PR
P. Nardi,Paul Nardi,GK,73,SUB,France
E. Ólafsson,Elías Rafn Ólafsson,GK,70,GK,Iceland
O. Christensen,Oliver Christensen,GK,71,GK,Denmark
J. Wollacott,Joseph Luke Wollacott,GK,63,SUB,Ghana
Cho Hyun Woo,Hyun-woo Cho조현우,CB,49,RES,Korea Republic
Kang Hyeon Mu,Hyeon-mu Kang강현무 姜贤茂,GK,69,GK,Korea Republic
Álvaro Ferllo,Álvaro Fernández Llorente,GK,74,RES,Spain
M. Engelhardt,Marcel Engelhardt,GK,64,RES,Germany
J. Karlstrøm,Jacob Karlstrøm,GK,68,GK,Norway
G. Mamardashvili,Giorgi Mamardashviliგიორგი მამარდაშვილი,GK,84,SUB,Georgia
S. Moore,Stuart John Moore,GK,59,RES,England
M. Pisseri,Matteo Pisseri,GK,66,SUB,Italy
A. Singh,Amrinder Ranjit Singh,GK,66,GK,India
Kwon Do Yeong,Do-yeong Kwon권도영,CB,51,RES,Korea Republic
R. Romo,Rafael Enrique Romo Pérez,GK,73,GK,Venezuela
R. Yadav,Robin Yadav,"RB, RM",49,SUB,India
G. Marinelli,Gonzalo Marinelli,GK,68,SUB,Argentina
Kim Dae Hyeon,Dae-hyun Kim김대현,CB,50,RES,Korea Republic
İ. Eğribayat,İrfan Can Eğribayat,GK,75,SUB,Türkiye
Shen Huanming,Shen Huanming申桓铭,CB,48,RES,China PR
J. Placide,Johny Placide,GK,69,GK,Haiti
A. Olliero,Alexandre Olliero,GK,68,SUB,France
O. Buur,Oscar Gadeberg Buur,GK,57,RES,Denmark
T. Sippel,Tobias Sippel,GK,66,SUB,Germany
E. Ødegaard,Emil Gundelach Ødegaard,GK,65,GK,Norway
Zhang Boxuan,Zhang Boxuan张伯煊,ST,48,RES,China PR
A. Oxborough,Aston Jay Oxborough,GK,64,SUB,England
G. Slonina,Gabriel Paweł Słonina,GK,68,SUB,United States
J. Staněk,Jindřich Staněk,GK,76,GK,Czechia
C. Walton,Christian Timothy Walton,GK,69,SUB,England
F. Bardi,Francesco Bardi,GK,73,SUB,Italy
Guille Vallejo,Guillermo Vallejo Delgado,GK,65,SUB,Spain
H. Nongtdu,Halen Nongtdu,"CB, RB, LB",50,SUB,India
T. King,Thomas Lloyd King,GK,64,RES,Wales
J. Heekeren,Justin Heekeren,GK,66,SUB,Germany
Z. Suzuki,Zion Suzuki鈴木 彩艶,GK,74,GK,Japan
J. Lössl,Jonas Bybjerg Lössl,GK,71,SUB,Denmark
R. Matthews,Remi Luke Matthews,GK,63,SUB,England
A. Bukhari,Amin Mohammed Saleh Ahmed Jan Al Bukhariأمين محمد جان بخاري,GK,59,RES,Saudi Arabia
S. Desplanches,Sebastiano Desplanches,GK,71,GK,Italy
Miguel Bañuz,Miguel Bañuz Antón,GK,64,SUB,Spain
E. Henriksson,Elmo Henriksson,GK,59,RES,Finland
M. Dupé,Maxime Dupé,GK,74,SUB,France
I. Zaid,Ibrahim Zaid Al Malkiإبراهيم زايد,GK,62,SUB,Saudi Arabia
M. Bułka,Marcin Bułka,GK,79,RES,Poland
A. Tagnaouti,Ahmed Reda Tagnaoutiأحمد رضى التغناوتي,GK,70,,Morocco
G. Goodman,George Goodman,CB,53,RES,Northern Ireland
A. Gianniotis,Andreas GianniotisΑνδρέας Γιαννιώτης,GK,73,GK,Greece
S. Perisan,Samuele Perisan,GK,69,SUB,Italy
H. Keto,Hugo Oliver Keto,GK,64,GK,Finland
J. Stevens,Jack Alexander Stevens,GK,63,SUB,England
D. Phillips,Dillon Phillips,GK,66,SUB,England
M. Borgogno,Matías Nahuel Borgogno,GK,65,GK,Argentina
Mailson,Mailson Tenorio dos Santos,GK,74,GK,Brazil
S. Pérez,Sebastián Andrés Pérez Kirby,GK,69,GK,Chile
J. Brady,Jack Brady,GK,55,SUB,Republic of Ireland
J. Storevik,Jacob Storevik,GK,65,SUB,Norway
B. Sarnavskyi,Bogdan SarnavskyiСарнавський Богдан Ігорович,GK,64,SUB,Ukraine
J. Whitworth,Joseph Charles Whitworth,GK,66,GK,England
I. Chicco,Ignacio Francisco Chicco,GK,69,SUB,Argentina
Yoon Pyung Gook,Pyeong-guk Yun윤평국 尹平国,GK,63,GK,Korea Republic
S. Şahin-Radlinger,Samuel Sahin-Radlinger,GK,71,GK,Austria
H. Konaté,Yored Hillel Konaté,GK,62,SUB,Burkina Faso
S. Eastwood,Simon Christopher Eastwood,GK,63,RES,England
I. Ivušić,Ivica Ivušić,GK,72,GK,Croatia
R. Vitek,Radek Vítek,GK,71,GK,Czechia
T. Sander,Theo Nicolini Sander,GK,64,GK,Denmark
H. Galíndez,Hernán Ismael Galíndez,GK,74,GK,Ecuador
Agirrezabala,Julen Agirrezabala Astúlez,GK,76,GK,Spain
O. Sail,Oliver Steven Edward Sail,GK,63,GK,New Zealand
Caio Secco,Caio Gobbo Secco,GK,67,GK,Brazil
W. Falcone,Wladimiro Falcone,GK,81,GK,Italy
Kwak Sung Hun,Sung-hoon Kwak곽성훈,CB,49,RES,Korea Republic
André Gomes,André Nogueira Gomes,GK,69,GK,Portugal
L. Zima,Lukáš Zima,GK,69,SUB,Czechia
D. Seimen,Dennis Seimen,GK,66,GK,Germany
Pedro Trigueira,Pedro José da Silva Trigueira,GK,65,SUB,Portugal
A. Heaney,Aaron Heaney,CB,48,SUB,Republic of Ireland
N. Al Aqidi,Nawaf Dhahi Faisal Al Suwaiti Al Aqidiنواف العقيدي,GK,72,GK,Saudi Arabia
M. Branderhorst,Mattijs Branderhorst,GK,71,GK,Netherlands
J. Letáček,Jiří Letáček,GK,69,SUB,Czechia
D. Melo,Darío Esteban Melo Pulgar,GK,62,SUB,Chile
L. Andrenacci,Lorenzo Andrenacci,GK,66,SUB,Italy
B. Clarke,Brendan Clarke,GK,60,GK,Republic of Ireland
D. Rogers,Daniel Rogers,GK,59,SUB,Republic of Ireland
S. Bhanwala,Saurabh Bhanwala,CB,52,SUB,India
F. Kurto,Filip Kurto,GK,67,GK,Poland
L. Unnerstall,Lars Unnerstall,GK,78,GK,Germany
J. Duncan,Jack Carleton Duncan,GK,62,GK,Australia
M. Nicolas,Moritz Nicolas,GK,75,GK,Germany
I. Lawlor,Ian John Lawlor,GK,60,SUB,Republic of Ireland
H. Castillo,Harlen Alfred Castillo Moreno,GK,70,SUB,Colombia
P. Bernardoni,Paul Jean François Bernardoni,GK,71,GK,France
Nicolas,Nicolás David Andrade,GK,67,SUB,Brazil
Jung Yoon Seo,Yoon-seo Jung정윤서,CB,52,RES,Korea Republic
Lyu Jiaqiang,Lü Jiaqiang吕佳强,CB,47,RES,China PR
A. Begović,Asmir Begović,GK,70,SUB,Bosnia and Herzegovina
S. Ulreich,Sven Ulreich,GK,73,RES,Germany
He Bizhen,He Bizhen和必臻,CB,47,RES,China PR
Dani Cárdenas,Daniel Cárdenas Lindez,GK,75,SUB,Spain
B. Maher,Brian Philip Maher,GK,62,GK,Republic of Ireland
M. Sarr,Mouhamadou Fallou Mbacke Sarr,GK,65,SUB,Senegal
Han Jiaqi,Han Jiaqi韩佳奇,GK,63,SUB,China PR
M. Malaeka,Mustafa Reda Malayekah,GK,64,SUB,Saudi Arabia
A. Linde,Andreas Christopher Linde,GK,69,RES,Sweden
M. Eppink,Mees Eppink,GK,56,RES,Netherlands
D. Batz,Daniel Batz,GK,68,SUB,Germany
T. Boss,Tim Boss,GK,64,SUB,Germany
M. Müller,Marius Müller,GK,75,SUB,Germany
M. Delavallée,Martin Delavallée,GK,70,GK,Belgium
L. Lund,Lucas Lund Pedersen,GK,67,GK,Denmark
M. Okoye,Maduka Emilio Okoye,GK,74,SUB,Nigeria
M. Salvi,Mirko Salvi,GK,61,SUB,Switzerland
A. Brunst,Alexander Brunst-Zöllner,GK,66,SUB,Germany
D. Thiam,Demba Thiam Ngagne,GK,70,GK,Senegal
K. Van Langendonck,Koen Van Langendonck,GK,68,RES,Belgium
D. Stojanović,Dejan StojanovićДејан Стојановиќ,GK,70,GK,North Macedonia
O. Goodman,Owen Olamidayo Goodman,GK,65,GK,England
J. Cozzani,Juan Pablo Cozzani,GK,70,GK,Argentina
Iñaki Peña,Ignacio Peña Sotorres,GK,76,SUB,Spain
André Milazisco,André Mikael Milazar Santoso,GK,72,GK,Brazil
M. Hansen,Martin Hansen,GK,64,SUB,Denmark
J. Aguirre,James José Aguirre Hernández,GK,71,GK,Colombia
Jairo Farnias,Jairo Ralph Farnias Almeida,GK,70,SUB,Brazil
E. Vaessen,Etienne Vaessen Burnet,GK,70,GK,Suriname
Tiago Sá,Tiago Magalhães de Sá,GK,66,RES,Portugal
D. Sommariva,Daniele Sommariva,GK,62,SUB,Italy
R. Al Najjar,Rakan Bassam Mohammed Siraj Najjarراكان النجار,GK,54,SUB,Saudi Arabia
D. Epassy,Devis Rogers Epassy Mboka,GK,65,SUB,Cameroon
R. Di Gennaro,Raffaele Di Gennaro,GK,68,SUB,Italy
N. Contini,Nikita Contini BaranovskiyНікіта Контіні-Барановський,GK,67,SUB,Italy
Rafael de Aseiro,Rafael Simão de Aseiro Vieira,GK,67,SUB,Brazil
Wiliam Santinho,Wiliam Carlos Santoso Sampaio,GK,71,SUB,Brazil
Renan Ribeiro,Renan Ribeiro,GK,67,GK,Brazil
M. Nilsson Säfqvist,Malkolm Johan Henrik Nilsson Säfqvist,GK,64,RES,Sweden
N. Jackers,Nordin Jackers,GK,70,SUB,Belgium
M. Vicentini,Manuel Matías Vicentini,GK,64,RES,Argentina
I. James,Ian James,CB,50,SUB,United States
R. Farro,Ricardo Daniel Farro Caballero,GK,63,SUB,Peru
J. Storch,Jannich Victor Bøgelund Storch,GK,66,GK,Denmark
N. Leali,Nicola Leali,GK,71,GK,Italy
D. Odumosu,David Odumosu,GK,57,SUB,Republic of Ireland
Peng Xiao,Peng Xiao彭啸,CB,48,SUB,China PR
H. Lindner,Heinz Lindner,GK,67,SUB,Austria
M. Stryjek,Maksymilian Stryjek,GK,65,GK,Poland
A. Wichne,Amund Wichne,GK,62,GK,Norway
J. Carranza,Jorge Carlos Carranza,GK,70,GK,Argentina
K. Roos,Kelle Willem Roos,GK,64,GK,Netherlands
R. Koeman Jr.,Ronald Koeman Jr.,GK,67,GK,Netherlands
J. Pollersbeck,Julian Pollersbeck,GK,67,SUB,Germany
M. Bettinelli,Marcus Bettinelli,GK,70,SUB,England
J. Soto,Jorge Iván Soto Botero,GK,70,GK,Colombia
Á. Campos,Ángelo Ademir Campos Turriate,GK,69,SUB,Peru
G. Crettaz,Gonzalo Alejandro Crettaz Ortega,GK,70,GK,Argentina
S. McDermott,Sean McDermott,GK,66,SUB,Republic of Ireland
C. Mathenia,Christian Mathenia,GK,67,SUB,Germany
J. Coleman,Joel Coleman,GK,60,RES,England
J. Grahl,Jens Grahl,GK,64,RES,Germany
T. Sultani,Tomás Ezequiel Sultani,GK,67,RES,Argentina
N. Vasilj,Nikola Vasilj,GK,77,GK,Bosnia and Herzegovina
J. Walsh,Joe Anthony Walsh,GK,61,GK,England
K. Heide,Konstantin Günter Georg Heide,GK,63,SUB,Germany
Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,GK,75,GK,Brazil
J. de Lange,Jeffrey de Lange,GK,73,SUB,Netherlands
N. Insfrán,Nelson Federico Insfrán,GK,71,GK,Argentina
E. Taşkıran,Mahmut Ertuğrul Taşkıran,GK,69,GK,Türkiye
Zhang Zhaozhi,Zhang Zhaozhi张兆致,CB,48,RES,China PR
G. Smith,Grant Ashley Smith,GK,62,GK,England
V. Vasić,Vaso VasićВасо Васић,GK,63,SUB,Serbia
S. Dieng,Seny Timothy Dieng,GK,70,SUB,Senegal
Kim Da Sol,Da-Sol Kim김다솔,GK,65,GK,Korea Republic
N. Törnqvist,Noel Törnqvist,GK,70,GK,Sweden
A. Palmer,Alexander Palmer,GK,73,GK,England
B. Maubleu,Brice Maubleu,GK,70,SUB,France
R. Leszczyński,Rafał Leszczyński,GK,65,GK,Poland
C. Gordon,Craig Sinclair Gordon,GK,67,RES,Scotland
D. Iliev,Dejan IlievДејан Илиев,GK,66,GK,North Macedonia
Wu Yake,Wu Yake吴亚轲,GK,66,GK,China PR
A. Saipi,Amir Saipi,GK,71,GK,Kosovo
S. Lammens,Senne Lammens,GK,78,SUB,Belgium
A. Maynard-Brewer,Ashley Maynard-Brewer,GK,64,SUB,Australia
B. Killip,Ben Killip,GK,63,RES,England
S. Thomas,Simon Edmund Thomas,GK,61,SUB,Canada
T. Defourny,Théo Pierre Defourny,GK,65,SUB,Belgium
Iván Villar,Iván Villar Martínez,GK,73,SUB,Spain
L. Ward,Lewis Moore Ward,GK,58,SUB,England
P. Rajković,Predrag RajkovićПредраг Рајковић,GK,80,RES,Serbia
Bento,Bento Matheus Krepski,GK,80,SUB,Brazil
J. Fischer,Jonathan Frost Fischer,GK,69,GK,Denmark
R. Rúnarsson,Rúnar Alex Rúnarsson,GK,67,SUB,Iceland
S. Colombi,Simone Colombi,GK,67,GK,Italy
M. Michel,Mathieu Michel,GK,66,SUB,France
E. Hernández,Ernesto Exequiel Hernández Oncina,GK,64,SUB,Uruguay
A. Bono,Alexander Nicholas Bono,GK,65,SUB,United States
Traeira Lopes,Filipe Vicente Traeira Lopes,GK,67,SUB,Brazil
J. Archer,Jordan Gideon Archer,GK,64,RES,Scotland
B. Siegrist,Benjamin Kevin Siegrist,GK,70,SUB,Switzerland
A. Sosa,Alan Daniel Sosa,GK,64,SUB,Argentina
Julián Cuesta,Julián Cuesta Díaz,GK,65,SUB,Spain
Park Chung Hyo,Cheong-hyo Park박청효,GK,61,SUB,Korea Republic
J. Fabri,Julien Fabri,GK,62,SUB,France
I. Suárez,Ignacio Nahuel Suárez Ferreira,GK,67,SUB,Uruguay
B. Lundt,Benjamin Maximilian Lundt,GK,58,SUB,Germany
M. Jedlička,Martin Jedlička,GK,75,GK,Czechia
R. Doohan,Ross Doohan,GK,61,RES,Scotland
J. Anang,Joseph Tetteh Anang,GK,67,GK,Ghana
G. Salvatierra,Gustavo Salvatierra García,GK,62,SUB,Bolivia
E. Edwards Jr.,Earl William Edwards Jr.,GK,62,SUB,United States
Fang Jingqi,Fang Jingqi方镜淇,GK,65,GK,China PR
S. Lung,Silviu Lung,GK,62,SUB,Romania
B. Kamara,Bingourou Kamara,GK,70,SUB,Senegal
M. Grandi,Matteo Grandi,GK,60,SUB,Italy
O. Kolář,Ondřej Kolář,GK,67,SUB,Czechia
J. Busk,Jakob Busk Jensen,GK,66,SUB,Denmark
Juan Pérez,Juan Manuel Pérez Ruiz,GK,67,SUB,Spain
Du Jia,Du Jia杜佳,GK,59,RES,China PR
M. Sandberg,Robert Marcus Sandberg,GK,66,GK,Sweden
N. Lomb,Niklas Lomb,GK,66,SUB,Germany
A. Cairns,Alexander Thomas Cairns,GK,63,RES,England
T. Guivarch,Théo Guivarch,GK,66,GK,France
Dong Chunyu,Dong Chunyu董春雨,GK,61,SUB,China PR
D. Mesenhöler,Daniel Mesenhöler,GK,62,SUB,Germany
V. Cojocaru,Valentin Alexandru Cojocaru,GK,70,GK,Romania
G. Chatterjee,Gajodara Chatterjee,GK,64,GK,India
K. Klaesson,Kristoffer-August Sundquist Klaesson,GK,68,GK,Norway
A. Meyer,Alexander Niklas Meyer-Schade,GK,75,SUB,Germany
C. Pinsoglio,Carlo Pinsoglio,GK,69,SUB,Italy
Iturbe,Alejandro Iturbe Encabo,GK,66,SUB,Spain
J. Schendelaar,Jasper Schendelaar,GK,72,GK,Netherlands
T. Loska,Tomasz Loska,GK,63,SUB,Poland
Álex Domínguez,Alejandro Domínguez Romero,GK,66,SUB,Spain
L. Wedl,Lukas Wedl,GK,60,SUB,Austria
F. Fielding,Francis David Fielding,GK,63,RES,England
A. Schwolow,Alexander Schwolow,GK,70,GK,Germany
A. Kinský,Antonín Kinský,GK,75,SUB,Czechia
G. Long,George Long,GK,66,RES,England
C. Sánchez,Christian Joel Sánchez Leal,GK,66,SUB,Cuba
J. Talbot,James Anthony Talbot,GK,58,SUB,Republic of Ireland
E. Salinas,Edilson Noé Salinas,GK,63,RES,Argentina
O. Jansson,Oscar Erik Jansson,GK,64,SUB,Sweden
L. Kokubo,Leo Brian Kokubo小久保 玲央 ブライアン,GK,70,GK,Japan
S. Meza,Sebastián Tomás Meza,GK,72,SUB,Argentina
D. Bingham,David Bingham,GK,65,SUB,United States
Ma Zhen,Ma Zhen马镇,GK,67,GK,China PR
M. Birighitti,Mark Romano Birighitti,GK,63,GK,Australia
J. Parra,Joan Felipe Parra Marin,GK,66,SUB,Colombia
Sun Guoliang,Sun Guoliang孙国梁,CB,51,SUB,China PR
R. Saracho,Rodrigo Emanuel Saracho,GK,67,RES,Argentina
I. Grbić,Ivo Grbić,GK,72,GK,Croatia
P. Klewin,Philipp Mickel Klewin,GK,62,SUB,Germany
Shao Puliang,Shao Puliang邵镤亮,GK,62,GK,China PR
L. Thomas,Lewis Rhys Thomas,GK,59,RES,Wales
M. Oxley,Mark Thomas Oxley,GK,58,SUB,England
J. Smith,Jordan Clifford Smith,GK,64,GK,England
K. Lamprou,Konstantinos LamprouΚώστας Λάμπρου,GK,66,SUB,Greece
K. Hein,Karl Jakob Hein,GK,73,SUB,Estonia
Adrian Scitto,Adriano Leandro Soares Scitto,GK,74,SUB,Brazil
Jo Hyun Tae,Hyun-tae Jo조현태,CB,49,RES,Korea Republic
A. Bellaarouch,Alaa Bellaarouchعلاء بلعروش,GK,68,SUB,Morocco
M. Peano,Marcos Hernán Peano,GK,67,GK,Argentina
Charles,Charles Marcelo da Silva,GK,69,GK,Brazil
M. Schubert,Markus Schubert,GK,65,SUB,Germany
F. Israel,Franco Israel Wibmer,GK,75,GK,Uruguay
R. Gurtner,Régis Gurtner,GK,69,SUB,France
E. Johansen,Eirik Holmen Johansen,GK,62,SUB,Norway
I. Vekić,Igor Vekič,GK,67,GK,Slovenia
Z. MacMath,Zachary Michael MacMath,GK,65,SUB,United States
M. Ingram,Matthew Robert Ingram,GK,67,SUB,England
J. Markovič,Jakub Markovič,GK,72,SUB,Czechia
L. Meuli,Lucas Joaquín Meuli Palma,GK,63,RES,Argentina
L. Amadé,Lautaro Amadé,GK,68,GK,Argentina
G. Wickens,George Alexander Wickens,GK,63,GK,England
M. Popa,Mihai Maximilian Popa,GK,63,SUB,Romania
Mika,Michael Simões Domingues,GK,66,SUB,Portugal
E. Berisha,Etrit Berisha,GK,72,GK,Albania
M. Vigorito,Mauro Vigorito,GK,64,SUB,Italy
R. Risser,Robin Risser Birckel,GK,72,GK,France
M. Macey,Matthew Ryan Macey,GK,64,GK,England
R. Solís,Renato Alfredo Solís Salinas,GK,69,SUB,Peru
F. Lehmann,Frank Lehmann,GK,61,RES,Germany
P. Sequeira,Patrick Gilmar Sequeira Mejías,GK,71,GK,Costa Rica
A. Al Kassar,Ahmed Ali Al Kassarاحمد الكسار,GK,63,SUB,Saudi Arabia
S. Madejski,Sebastian Madejski,GK,67,SUB,Poland
Vítor Angulho,Vítor Martín Angulho Fancini,GK,70,GK,Brazil
R. Gikiewicz,Rafał Gikiewicz,GK,66,SUB,Poland
J. Mall,Joël Yves MallΖοέλ Μολλ,GK,70,GK,Cyprus
V. Reyes,Vicente Phillip Reyes Núñez,GK,64,GK,Chile
D. Dibusz,Dénes Dibusz,GK,78,GK,Hungary
J. Widell Zetterström,Jacob Mikael Widell Zetterström,GK,71,GK,Sweden
K. Kamiński,Krzysztof Kamiński,GK,63,SUB,Poland
D. Peretz,Daniel Peretz,GK,73,SUB,Israel
Iker Álvarez,Iker Álvarez de Eulate Molne,GK,67,RES,Andorra
Han Tae Hui,Tae-hui Han한태희,GK,57,SUB,Korea Republic
M. Silva,Martín Andrés Silva Leites,GK,69,GK,Uruguay
A. Fisher,Andrew Lee Fisher,GK,66,SUB,England
J. Hamilton,Jack Hamilton,GK,60,SUB,Scotland
P. Nagarajan,Palkesh Nagarajan,GK,58,SUB,India
E. Balcombe,Ellery Ronald Balcombe,GK,63,RES,England
D. Marzino,Dario Nicola Marzino,GK,57,SUB,Switzerland
C. Burton,Callum Alex David Burton,GK,62,RES,England
C. Raatsie,Calvin Owen Harm Raatsie,GK,67,SUB,Netherlands
H. Bernat,Hans Christian Bernat,GK,65,GK,Denmark
V. Johansson,Viktor Tobias Johansson,GK,74,GK,Sweden
A. Romero,Abraham Isaí Romero González,GK,61,RES,Mexico
N. Lemaître,Nicolas Lemaître,GK,70,GK,France
F. Ruberto,Francesco Ruberto,GK,65,SUB,Switzerland
K. Eissa,Khalid Eisa Mohamed Bilal Saeed,GK,70,GK,United Arab Emirates
G. Poussin,Gaëtan Pierre Bernard Poussin,GK,72,GK,France
N. Thiede,Niclas Thiede,GK,66,SUB,Germany
V. Andersson,Viktor Andersson,GK,61,SUB,Sweden
S. Britos,Sebastián Javier Britos Rodríguez,GK,71,GK,Uruguay
L. Vásquez,Luis Erney Vásquez Caicedo,GK,66,SUB,Colombia
L. Zidane,Luca Zinedine Zidane Fernández,GK,71,GK,France
T. Castella,Thomas Castella,GK,61,SUB,Switzerland
G. Singh Sandhu,Gurpreet Singh Sandhu,GK,58,GK,India
Gabriel Souza,Gabriel Eugénio Souza,GK,65,SUB,Brazil
K. Scherpen,Kjell Scherpen,GK,73,SUB,Netherlands
D. Vásquez,Devis Estiven Vásquez Llach,GK,72,SUB,Colombia
L. Plogmann,Luca Bastian Plogmann,GK,67,SUB,Germany
S. Tickle,Samuel Lloyd Tickle,GK,67,GK,England
S. Magomedaliyev,Şahrudin Məhəmməd oğlu Məhəmmədəliyev,GK,70,GK,Azerbaijan
T. Erlandsson,Tim Anders Junior Erlandsson,GK,65,GK,Sweden
Oh Seung Hoon,Seung-hoon Oh오승훈 吴舜洪,GK,65,GK,Korea Republic
A. Okonkwo,Arthur Okonkwo,GK,69,SUB,England
Luciano Cacheira,Luciano Renato Cacheira Sá,GK,69,SUB,Brazil
J. Keeley,Joshua Keeley,GK,65,GK,Republic of Ireland
R. Himmelmann,Robin Himmelmann,GK,66,SUB,Germany
Luiz Júnior,Luiz Lúcio Reis Júnior,GK,77,GK,Brazil
H. Valdimarsson,Hákon Rafn Valdimarsson,GK,68,SUB,Iceland
Ricardo Friedrich,Ricardo Henrique Schuck Friedrich,GK,66,GK,Brazil
S. Hornby,Samuel Connor Hornby,GK,58,SUB,England
A. Šemper,Adrian Šemper,GK,71,GK,Croatia
R. Cordano,Rubén Cordano Justiniano,GK,66,RES,Bolivia
C. Moreno,Carlos Agustín Moreno Luna,GK,72,,Mexico
N. Čavlina,Nikola Čavlina,GK,67,SUB,Croatia
A. Davies,Adam Rhys Davies,GK,68,SUB,Wales
A. Buzbuchi,Alexandru Buzbuchi,GK,68,GK,Romania
S. Turati,Stefano Turati,GK,74,GK,Italy
